微病毒B19感染性风湿病	{'类风湿关节炎', '腹水', '丘疹', '红细胞增多', '瘙痒', '淋巴结肿大', '脓疱', '皮疹', '胸腔积液', '溶血性贫血', '斑丘疹', '呕吐', '晨僵', '血小板减少', '羊水过多', '出血性丘疹', '皮肤瘙痒', '脑膜炎', '头痛', '红细胞寿命缩短', '免疫性溶血', '瘀斑', '贫血', '肌肉疼痛', '厌食', '水肿', '紫癜', '肌痛', '咳嗽', '腹泻', '胎儿水肿', '毒血症', '畏寒', '心力衰竭', '溶血', '紫斑', '无力', '骨髓抑制'}
胸、腰椎爆裂骨折	{'瘫痪'}
毒性结节性甲状腺肿	{'震颤', '突眼症', '疲乏', '手部震颤', '无力', '结节'}
钝挫伤	{'视力下降', '视网膜脱离', '熊猫眼'}
分裂情感性障碍	{'躁狂', '抑郁'}
多肌腱末端病	{'口腔溃疡', '溃疡', '中度痛', '腹泻'}
多毛状小阴唇	{'丘疹', '白带', '息肉'}
多重肺部感染	{'咳痰', '上呼吸道和口腔存在大量定植菌', '肺部感染'}
恶性雀斑样痣	{'结节', '斑疹', '色素脱失'}
恶性小汗腺汗孔瘤	{'结节', '溃疡'}
鄂木斯克出血热	{'头痛', '腹泻', '呕血', '呕吐', '黑便', '子宫出血', '充血', '鼻出血', '脑膜炎'}
颚口线虫病	{'瘫痪', '胸痛', '上腹部疼痛', '瘙痒', '尿潴留', '意识障碍', '食欲减退', '腹胀', '胸腔积液', '乏力', '匐行疹', '轻瘫', '脑膜刺激征', '呕吐', '低热', '胀痛', '头痛', '腹痛', '脓肿', '截瘫', '疲乏', '恶心', '结节', '水肿', '眼痛', '剧烈头痛', '咳嗽', '腹泻', '剧烈疼痛', '咯血', '便血', '排尿异物感', '肝大', '血尿', '流泪'}
耳鼻咽喉创伤	{'继发感染', '创伤', '颅内感染', '窒息', '开放性损伤'}
分水岭区脑梗死	{'黄斑回避现象', '偏盲', '瘫痪', '智能障碍', '精神障碍', '意识障碍', '情感淡漠', '感觉障碍', '抽搐', '血压偏低', '偏瘫', '运动性失语'}
二糖酶缺乏症	{'脱水', '氨基酸尿症', '腹泻', '脂肪泻', '腹痛', '腹部不适', '呕吐', '腹胀', '腹鸣', '先天性乳糖不耐受', '蔗糖-异麦芽糖吸收不良', '海藻糖酶缺乏', '先天性乳糖酶缺乏', '糖尿'}
Fuchs角膜内皮营养不良	{'视力下降', '眼压升高', '滴状角膜', '角膜中央后部典型碎银状外貌', '溃疡', '营养不良', '葡萄膜炎', '水肿'}
反应性组织细胞增多症	{'体重减轻', '盗汗', '凝血障碍', '淋巴结肿大', '血管内凝血', '皮疹', '高热'}
非淋球菌性细菌性关节炎	{'类风湿关节炎', '低热', '关节疼痛', '寒战'}
非特异性系统性坏死性小血管炎	{'咯血', '肾功能衰竭', '大咯血', '低氧血症', '充血', '肺泡出血', '贫血', '呼吸衰竭'}
肥大性骨关节病	{'皮肤油腻', '皮肤肥厚', '乏力', '剧烈疼痛', '关节积液', '头皮松垂', '骨痛', '鼻端肥大', '眼睑肥厚', '鼻唇沟加深', '手足多汗', '上唇肥厚', '关节疼痛', '水肿', '发绀'}
粉刺样痣	{'角栓', '丘疹', '脓肿', '囊肿'}
风湿病性贫血	{'气短', '乏力', '黄疸', '贫血', '心悸'}
腹壁纤维肉瘤	{'发烧', '贫血', '体重减轻', '脂肪瘤'}
腹部大血管损伤	{'神志不清', '脉搏细速', '腹痛', '呕血', '便血', '腹膜刺激征', '腹胀', '开放性损伤', '无尿', '休克', '腹膜炎', '血尿', '紧张', '面色苍白'}
腹膜后纤维化	{'下腹痛', '肾区压痛', '腹痛', '肾功能衰竭', '三联征', '少尿', '呕吐', '疲乏', '无尿', '肾盂积水', '输尿管扩张', '恶心', '氮质血症', '厌食', '下肢水肿', '低热', '腹部肿块', '水肿', '胀痛'}
腹膜转移癌	{'移动性浊音', '腹水', '恶病质', '门脉高压', '腹胀', '硬化', '体重减轻', '乏力', '肝转移', '呕吐', '黄疸', '腹膜炎', '闭症', '消瘦', '腹痛', '贫血', '恶心', '腹泻', '肠套叠', '食欲不振', '上消化道出血'}
腹腔肺吸虫病	{'腹水', '胸痛', '瘫痪', '淋巴结肿大', '里急后重', '颅内压增高', '肉芽肿', '胸腔积液', '乏力', '脑膜刺激征', '呕吐', '腹部压痛', '低热', '头痛', '偏盲', '腹痛', '癫痫发作', '脓肿', '胸膜肥厚', '肝功能异常', '结节', '腹部肿块', '共济失调', '水肿', '咳嗽', '腹泻', '咯血', '畏寒', '食欲不振', '烂桃样血痰', '盗汗', '肝大', '幻觉'}
革兰阳性球菌和革兰阴性杆菌性巩膜炎	{'视力下降', '结膜充血', '组织坏死', '流泪', '溃疡', '眼压升高', '畏光', '巩膜外层炎', '充血', '角膜炎', '结节', '肉芽肿', '水肿', '眼痛'}
格斯特曼综合征	{'肌阵挛', '痴呆', '智能障碍', '肌肉萎缩', '耳聋', '阵挛', '无力', '共济失调', '步态不稳'}
更年期角化症	{'继发感染', '肥胖', '绝经', '鳞屑'}
阿米巴痢疾	{'腹部不适', '便秘', '腹胀', '痢疾', '里急后重', '暴饮暴食', '乏力', '呕吐', '消瘦', '疲劳', '营养不良', '低热', '高热', '脱水', '腹痛', '脓肿', '贫血', '肠穿孔', '肠出血', '腹泻', '衰弱', '毒血症', '痢疾样大便', '休克', '肝大'}
股骨髁上骨折	{'休克'}
股骨转子间骨折	{'下肢短缩', '骨质疏松'}
股神经干性痛	{'感觉过敏'}
骨产道异常性难产	{'扁平型骨盆', '瘫痪', '心室肥大', '麻痹', '骨软化', '狭窄骨盆', '维生素D缺乏', '骨软化症骨盆', '乏力', '枕横位入盆', '偏斜骨盆', '骨软化症', '男型骨盆', '发育性骨盆异常', '类人猿型骨盆', '扁平骨盆', '中骨盆狭窄', '驼背', '结节', '水肿', '均小型狭窄'}
骨恶性淋巴瘤	{'无力', '消瘦'}
骨骺点状发育不良	{'关节强直', '脱发', '关节僵硬', '斑秃', '红斑鳞屑', '鳞屑', '皮肤干燥', '颈短', '死产', '扁脸'}
骨膜软骨瘤	{'生长缓慢'}
骨纤维异样增殖症	{'智力减低', '眼球突出', '阴道出血', '性早熟'}
骨血管内皮细胞瘤	{'钝痛', '瘫痪'}
固定性斜视	{'眼睑下垂', '头晕', '复视'}
腘血管陷迫综合征	{'畏寒', '肢端溃疡', '足内翻', '肌肉萎缩', '收缩期杂音', '搏动性肿块', '坏疽', '足背动脉搏动消失', '间歇性跛行', '无力', '溃疡', '皮肤苍白', '紧张', '水肿'}
寒冷性红斑	{'剧烈疼痛', '虚脱', '呕吐', '便秘', '风团', '胃肠道症状'}
汗孔角化病	{'丘疹', '瘙痒'}
黑布拉痒疹	{'丘疹', '剧痒', '烦躁不安', '营养不良', '风团', '湿疹', '贫血', '消瘦', '结节', '血痂'}
红细胞生成性卟啉病	{'结痂', '溶血性贫血', '畏光', '肝功能衰竭', '角膜炎', '溶血', '贫血', '溃疡', '脾功能亢进'}
虹膜黑色素瘤	{'结节', '葡萄膜炎', '眼痛'}
喉气管食管裂	{'呛咳', '食管气管瘘'}
后葡萄膜炎	{'血管炎', '视网膜脱离', '水肿', '眼前黑影'}
厚皮性骨膜病	{'膝关节积液', '关节肿胀', '皮肤肥厚', '弥漫性骨膜增厚', '状颅皮', '关节积液', '多汗症', '骨膜炎', '上眼睑增厚松弛', '额横纹增深', '焦虑', '指骨节肥大', '增生性骨膜炎'}
忽略症	{'运动性忽略症', '同向性偏盲', '偏盲', '偏侧空间忽略症', '垂直性忽略症', '偏侧不注意', '感觉障碍'}
滑石粉尘肺	{'气短', '咳痰', '咳嗽', '呼吸困难', '心力衰竭', '啰音', '气急', '干咳', '肉芽肿', '哮鸣音', '发绀'}
化学液体吸入	{'胸痛', '咳嗽', '腹痛', '咽喉疼痛', '咯血', '气急', '血尿', '吞咽困难', '呕吐', '呼吸音粗糙', '便秘', '鼻塞', '黑便', '声音嘶哑', '恶心', '寒战', '胸闷', '呛咳'}
坏疽性脓皮症	{'紫癜', '红细胞增多', '毒血症', '血管炎', '侵蚀性水疱', '髓性纤维化', '静脉血栓', '疱疹', '脓疱', '坏疽', '结节', '溃疡', '皮炎', '红晕', '水肿'}
寰枢椎脱位	{'吞咽困难', '脊髓受压', '脊髓压迫'}
寰椎沟环畸形	{'耳痛', '头痛', '猝倒', '耳鸣', '颈椎痛', '恶心', '厌食', '疲劳', '头晕', '听力下降'}
埃莱尔-当洛综合征	{'继发感染', '足畸形', '气胸', '束臂试验阳性', '创伤', '无力', '神经肌肉症状', '反应迟钝', '消化道穿孔', '关节松弛', '肺动脉狭窄', '室间隔缺损', '肌肉发育不良', '瘀斑', '心脏畸形', '皮肤过度伸展', '二尖瓣脱垂', '髋关节脱位', '房间隔缺损', '关节畸形', '脊柱侧弯', '皮肤脆性增加'}
会阴疝	{'咳嗽', '胀痛'}
惠普尔病	{'低钠血症', '腹水', '心包积液', '脂肪泻', '恶病质', '记忆力消失', '麻痹', '心包炎', '眼球震颤', '低血压', '收缩期杂音', '低蛋白血症', '淋巴结肿大', '硬化', '皮疹', '胸腔积液', '高钾血症', '痴呆', '强直性脊柱炎', '脑神经麻痹', '腹膜炎', '消瘦', '疲劳', '低热', '营养不良', '高热', '皮质功能减退', '腹痛', '维生素缺乏', '心瓣膜病变', '角膜炎', '定向力障碍', '厌食', '舌炎', '抽风', '水肿', '震颤', '紫癜', '细菌性心内膜炎', '腹泻', '畏寒', '精神障碍', '眼肌麻痹'}
火激红斑	{'充血', '衰弱'}
获得性循环抗凝物质增多症	{'出血倾向', '鼻出血'}
肌肉肌腱单位的急性损伤	{'血肿形成', '局部压痛', '肌肉完全断裂', '剧痛', '肌肉疼痛', '局部可摸到肌腹与肌腱连接处略有缺失与下陷'}
肌张力障碍综合征	{'毛细血管扩张症', '瘫痪', '红细胞增多', '肌阵挛', '儿童型肌张力障碍', '构音障碍', '扭转痉挛', '钙化', '截瘫', '节段性肌张力障碍', '眼睑痉挛', '共济失调', '痉挛性斜颈', '震颤', '偏身肌张力障碍', '发作性睡眠', '局限性肌张力障碍', '阵挛', '全身肌张力障碍', '书写痉挛', '紧张'}
积乳囊肿	{'继发感染', '胀痛', '皮肤发红'}
基底细胞癌	{'钙化', '结痂', '骨囊肿', '囊肿', '红斑鳞屑', '鳞屑', '硬斑', '生长缓慢', '毛发稀少', '湿疹', '硬化', '颌骨囊肿', '智力发育迟缓', '结节', '溃疡', '皮疹'}
急性横贯性脊髓炎	{'瘫痪', '呼吸困难', '下肢麻木', '饮水呛咳', '大小便潴留', '脊髓休克', '脑膜刺激征', '皮肤干燥', '感觉过敏', '休克', '感觉障碍', '呛咳', '尿失禁'}
急性化脓性胃炎	{'移动性浊音', '腹水', '腹泻', '肠鸣', '腹痛', '上腹部疼痛', '呕吐', '腹胀', '黑便', '休克', '恶心', '寒战', '急腹症', '腹膜炎', '紧张'}
急性酒中毒	{'视物模糊', '幻觉', '麻痹', '眼球震颤', '意识障碍', '易激惹', '被害妄想', '木僵', '头晕', '面色苍白', '暴怒', '自杀行为', '酒精依赖', '呕吐', '昏迷', '口齿不清', '记忆受损', '病理性醉酒', '疲劳', '复杂性醉酒', '谵妄', '失眠', '精神运动性兴奋', '头痛', '昏睡', '焦虑', '恶心', '定向力障碍', '复视', '共济失调', '抑郁', '震颤', '皮肤湿冷', '呼吸抑制', '紧张', '醉酒', '言语增多'}
急性粒细胞缺乏	{'败血症', '头痛', '衰弱', '畏寒', '脾大', '黄疸', '寒战', '溃疡', '皮疹', '高热'}
急性淋巴细胞白血病	{'内出血', '麻痹', '尿血', '淋巴结肿大', '颅内压增高', '颅内出血', '脾肿大', '颅神经麻痹', '视乳头水肿', '皮肤瘀点', '白血病细胞浸润', '呕吐', '内脏出血', '头痛', '肝脾肿大', '截瘫', '造血功能障碍', '瘀斑', '贫血', '鼻衄', '恶心', '水肿', '便血', '牙龈出血', '胸骨压痛', '关节疼痛', '咳血'}
急性咽炎	{'头痛', '食欲不振'}
急性硬脑膜下血肿	{'脑疝', '瘫痪', '呕吐', '意识障碍', '昏迷', '偏瘫', '颅内压增高', '深昏迷'}
脊髓分裂症	{'瘫痪'}
脊椎化脓性骨髓炎	{'腰背痛', '骨硬化', '瘫痪', '毒血症', '畏寒', '脓肿', '背痛', '腰大肌脓肿', '卧床不起', '硬化', '寒战', '低热', '高热'}
假麦格综合征	{'腹水', '血性腹水'}
假性肠梗阻	{'腹泻', '肠鸣', '腹痛', '吞咽困难', '呕吐', '腹胀', '便秘', '尿潴留', '恶心', '营养不良', '紧张'}
肩峰下滑囊炎	{'结节', '肌肉萎缩', '肩胛带肌肉萎缩', '囊肿'}
肩关节周围炎	{'关节僵硬', '冻结肩', '充血', '结节', '关节挛缩'}
肩锁关节脱位	{'钙化', '韧带断裂'}
埃可病毒疹	{'紫癜', '胸腔积液', '瘫痪', '咳嗽', '腹泻', '丘疹', '斑丘疹', '溃疡', '心包炎', '呕吐', '咽痛', '疱疹', '恶心', '厌食', '胃肠道症状', '皮疹', '脑膜炎'}
腱病	{'钙化', '腱或腱止点处增粗或钙化'}
浆细胞白血病	{'继发感染', '体重减轻', '脾大', '意识障碍', '淋巴结肿大', '贫血', '肝大'}
浆细胞性唇炎	{'结痂', '水肿'}
胶样粟丘疹	{'结节', '丘疹', '皮疹', '瘙痒'}
角膜基质炎	{'角膜混浊', '三联征', '重听', '耳聋', '脓肿', '畏光', '充血', '细菌感染', '角膜炎', '眼睑痉挛', '睫状充血', '结节', '流泪', '水肿'}
结缔组织痣	{'骨硬化', '丘疹', '结节性硬化', '硬化', '结节'}
结节性甲状腺肿	{'气短', '呼吸困难', '心悸', '血管杂音', '热结节', '多发性结节', '温结节', '乏力', '冷结节', '易激动', '吞咽困难', '声音嘶哑', '皮肤粗糙', '发音障碍', '贫血', '胸闷', '结节', '水肿', '震颤', '咳嗽', '甲状腺肿', '甲状腺结节', '甲状腺肿大', '心律失常'}
进行性核上性麻痹	{'模仿言语', '小步态', '易跌倒', '延髓性麻痹', '麻痹', '咽反射亢进', '吞咽困难', '看不到脚尖步行困难', '痴呆', '凝视麻痹', '腱反射亢进', '构音不清', '共济失调', '行走呈大步态', '疲劳', '假性延髓性麻痹', '咽反射', '嗜睡', '步态不稳', '眼肌麻痹'}
晶状体蛋白过敏性青光眼	{'眼压升高', '葡萄膜炎', '水肿'}
精索恶性肿瘤	{'阴囊肿大', '无痛性阴囊内肿块', '囊肿'}
颈部火器性异物	{'败血症', '瘫痪', '创伤', '脓肿', '窒息', '昏迷', '休克'}
颈淋巴结结核	{'结节', '溃疡', '脓肿'}
颈椎间盘突出症	{'眩晕', '瘫痪', '踝阵挛', '呼吸困难', '上肢麻木', '心悸', '握力减退', '髌阵挛', '感觉障碍', '深感觉障碍', '腱反射亢进', '胀痛', '头痛', '肌肉萎缩', '颈椎间盘突出', '截瘫', '高位截瘫', '胸闷', '咳嗽', '剧烈疼痛', '阵挛', '脊髓受压', '卧床不起', '无力'}
颈椎椎管狭窄症	{'瘫痪', '骨刺形成', '皮肤过敏', '掌颏反射', '肌肉萎缩', '尿频', '便秘', '下肢无力', '尿潴留', '椎节后缘有骨刺形成', '感觉障碍', '硬化', '四肢麻木', '无力', '尿急', '感觉分离', '大小便失禁'}
胫骨平台骨折	{'关节肿胀', '紧张'}
胫前黏液水肿	{'软组织肿胀', '瘙痒', '毛孔粗大', '突眼症'}
静脉曲张综合征	{'紧张', '骨膜炎', '瘙痒', '生长缓慢', '瘀斑', '水肿', '剧痛', '湿疹', '丹毒', '溃疡', '皮炎', '静脉曲张', '静脉曲张性溃疡'}
局限性胸膜间皮瘤	{'胸腔积液', '胸部沉重感', '气短', '咳嗽', '咯血', '夜间盗汗', '体重减轻', '关节僵直', '盗汗', '肺不张', '寒战', '水肿'}
巨细胞病毒性肺炎	{'咳嗽', '呼吸困难', '毒血症', '啰音', '真菌感染', '肺泡出血', '呼吸衰竭', '结节', '水肿'}
Kartagener综合征	{'咳嗽', '眼结膜黑变', '呼吸困难', '咯血', '啰音', '脑积水', '室间隔缺损', '脓痰', '息肉', '房间隔缺损', '湿啰音', '发绀'}
开放性气胸	{'烦躁不安', '休克', '皮下气肿', '血压下降', '发绀'}
埃博拉病毒病	{'丘疹', '呕血', '流产', '睾丸萎缩', '单眼失明', '乏力', '斑丘疹', '耳鸣', '呕吐', '黑便', '肾衰竭', '鼻出血', '谵妄', '关节酸痛', '葡萄膜炎', '头痛', '化脓性腮腺炎', '腹痛', '非对称性关节痛', '恶心', '剧烈头痛', '黏液便', '肌痛', '腹泻', '咯血', '嗜睡'}
堪萨斯分枝杆菌感染	{'结痂', '肉芽肿', '结节', '溃疡', '水肿'}
口周皮炎	{'丘疹', '瘙痒', '疱疹', '脓疱', '皮炎'}
库鲁病	{'震颤', '构音障碍', '头痛', '衰弱', '踝阵挛', '不自主运动', '痴呆', '斜视', '阵挛', '肌肉萎缩', '吞咽困难', '眼球震颤', '腱反射亢进', '小脑性共济失调', '休克', '运动失调', '营养不良', '共济失调', '步态不稳', '颤抖'}
髋臼骨折	{'单纯骨折'}
眶内海绵状血管瘤	{'视网膜水肿', '眼球突出', '充血', '角膜炎', '眼球移位', '视神经萎缩', '水肿', '球后视神经炎'}
溃疡分枝杆菌感染	{'溃疡', '结节', '皮下结节'}
莱姆病性巩膜炎	{'视网膜出血', '房颤', '丘疹', '痴呆', '房室传导阻滞', '精神障碍', '斑疹', '传导阻滞', '麻痹', '充血', '疱疹', '心肌梗死', '视网膜脱离', '黄斑囊样水肿', '疲劳', '共济失调', '水肿', '脑膜炎'}
老年期抑郁症	{'神经症性抑郁', '便秘', '情感淡漠', '意识障碍', '被害妄想', '自杀行为', '抑郁症', '性欲减退', '疑病症', '痴呆', '疲劳', '认知功能障碍', '营养不良', '失眠', '脱水', '维生素缺乏', '焦虑', '角膜炎', '抑郁', '恐惧', '精神障碍', '食欲不振', '睡眠障碍', '搓手顿足'}
老年性昏迷	{'咳嗽', '昏睡', '多尿', '缄默症', '睁眼昏迷', '无动性缄默', '意识障碍', '昏迷', '浅昏迷', '咳嗽反射', '反应迟钝', '深昏迷', '咽反射'}
老人腹股沟斜疝	{'腹膜炎', '前列腺肥大'}
泪囊炎	{'鞍鼻', '结膜充血', '筛窦泪囊瘘', '囊性肿块', '泪溢', '泪道阻塞', '囊肿', '皮肤粘连', '脓肿', '充血', '湿疹', '淋巴结肿大', '脓性分泌物', '黏液囊肿', '溃疡'}
泪腺肉样瘤病	{'麻痹', '上睑下垂', '眼肌麻痹', '结节', '泪腺肿大'}
里尔黑变病	{'头痛', '衰弱', '瘙痒', '缓脉', '食欲减退', '网状色素沉着斑', '消瘦'}
立克次体痘	{'丘疹', '头痛', '结痂', '斑丘疹', '背痛', '皮肤发红', '疱疹', '溃疡', '水肿', '水泡'}
利斯特菌脑膜炎	{'面神经瘫痪', '眩晕', '头痛', '瘫痪', '吞咽困难', '脑膜刺激征', '脓肿', '呕吐', '意识障碍', '昏迷', '恶心', '抽搐', '木僵', '谵妄', '复视', '脑脓肿', '偏瘫', '脑膜炎'}
门静脉高压	{'腹水', '血缺氧', '内毒素血症', '水潴留', '肾功能衰竭', '门脉高压', '呼吸困难', '呕血', '腹部不适', '内出血', '低血压', '腹胀', '黏膜损害', '低蛋白血症', '硬化', '肝肾综合征', '胀感', '消化性溃疡', '肝功能不全', '微循环障碍', '胸腔积液', '炎性细胞浸润', '蜘蛛痣', '门体侧支循环', '充血', '黑便', '昏迷', '腹膜炎', '水母头征', '溃疡', '营养不良', '出血倾向', '利尿', '阴囊水肿', '贫血', '血尿', '结节', '脾功能亢进', '静脉曲张', '水肿', '震颤', '门体侧支循环的形成', '便血', '白细胞减少', '脾大', '食管下段静脉曲张', '食欲不振', '阴道出血', '休克', '痔核', '酒精性肝硬化', '腹腔出血', '上消化道出血', '血流阻力增加', '紧张', '嗳气'}
镰状细胞贫血	{'继发感染', '胆结石', '结石', '溶血', '贫血', '溃疡', '紧张'}
链杆菌病	{'细菌性心内膜炎', '头痛', '丘疹', '斑丘疹', '心包炎', '脓肿', '背痛', '呕吐', '充血', '瘀斑', '寒战', '溃疡', '皮疹', '高热'}
良性淋巴上皮病	{'视力下降', '泪腺肿大', '眼球突出', '口干', '眼痛'}
颅底凹陷症	{'眩晕', '瘫痪', '呼吸困难', '麻痹', '上肢麻木', '眼球震颤', '尿潴留', '意识障碍', '蛛网膜粘连', '呛咳', '颅内压增高', '舌肌萎缩', '吞咽困难', '耳鸣', '闭目难立征', '呕吐', '下肢无力', '颈短', '发作性眩晕', '声音嘶哑', '感觉障碍', '颅底畸形', '四肢无力', '咽反射', '视力障碍', '头痛', '囊肿', '神经根刺激', '肌肉萎缩', '后发际低', '四肢瘫痪', '脑积水', '恶心', '复视', '听力下降', '共济失调', '水肿', '震颤', '剧烈头痛', '小脑性共济失调', '无力'}
颅骨骨折	{'眩晕', '瘫痪', '眶上裂综合征', '呼吸困难', '内出血', '尿糖', '呛咳', '颅内压增高', '颅骨骨折', '熊猫眼', '眼球突出', '呕吐', '昏迷', '声音嘶哑', '鼻出血', '嗅觉丧失', '耳漏', '感觉障碍', '深昏迷', '软组织肿胀', '瘀血斑', '瘀斑', '脑脊液鼻漏', '瘀血', '头皮血肿', '休克'}
颅骨纤维异常增生症	{'视力下降', '头痛', '眼眶缩小', '耳聋', '性早熟', '硬化', '颅内压增高'}
颅内低压综合征	{'眩晕', '头痛', '晕厥', '耳鸣', '畏光', '呕吐', '意识障碍', '卧床不起', '恶心', '厌食', '失眠', '头昏', '偏瘫'}
颅内高压综合征	{'眩晕', '麻痹', '意识障碍', '病理性钙化', '颅内占位性病变', '颅内压增高', '颅内高压', '耳鸣', '呕吐', '昏迷', '充血', '颅压增高', '脱水', '头痛', '钙化', '头颅增大', '叹息样呼吸', '前囟张力增高', '骨质破坏', '恶心', '血压下降', '复视', '骨缝分开', '水肿', '脑水肿', '思维缓慢', '脑疝', '缓脉', '休克', '抽搐', '反应迟钝', '嗜睡'}
颅中窝脑膜瘤	{'眼睑下垂', '脑疝', '动眼神经麻痹', '麻痹', '听力下降', '神经痛', '复视', '视力视野改变'}
旅行者腹泻	{'病毒性腹泻', '脱水', '水样便', '腹泻', '腹痛', '毒血症', '口炎', '充血', '失水', '痢疾', '稀便', '里急后重', '溃疡'}
Marie-Bamberger综合征	{'结节', '皮下结节', '关节疼痛'}
麻痹性肠梗阻	{'肝浊音界缩小或消失', '肠鸣', '呼吸困难', '麻痹', '呕吐', '腹胀', '腹部压痛', '口渴', '麻痹性肠梗阻', '胀痛'}
麻风	{'继发感染', '丘疹', '瘫痪', '睾丸萎缩', '黏膜损害', '淋巴结肿大', '肉芽肿', '脾肿大', '鳞屑', '垂腕', '充血', '感觉障碍', '菌血症', '疲劳', '溃疡', '营养不良', '关节酸痛', '月经不调', '肌肉萎缩', '肺受累', '角膜炎', '贫血', '丹毒', '结节', '水肿', '鞍鼻', '结膜充血', '鼻中隔穿孔', '血管炎', '斑疹', '无力'}
麦收皮炎	{'丘疹', '瘙痒', '湿疹', '疱疹', '皮炎'}
脉络膜缺血	{'视力下降', '水肿'}
脉络膜转移癌	{'视力下降', '视物变形', '视网膜水肿', '头痛', '色素斑', '视野缺损', '眼球突出', '视网膜脱离', '水肿', '眼痛'}
慢性化脓性胸膜炎	{'乏力', '胸膜增厚', '脓肿', '肋间隙变窄', '低蛋白血症', '贫血', '消瘦', '脓胸', '低热'}
慢性进行性眼外肌麻痹	{'上睑下垂'}
慢性乳头状溃疡性脓皮病	{'丘疹', '结痂', '局部淋巴结肿大', '淋巴结肿大', '脓性分泌物', '脓疱', '溃疡', '水肿'}
慢性硬脑膜下血肿	{'瘫痪', '烦躁不安', '木僵', '颅内压增高', '多梦', '呕吐', '同向偏盲', '昏迷', '偏瘫', '疲劳', '失眠', '头痛', '偏盲', '头颅增大', '四肢瘫痪', '恶心', '复视', '水肿', '视网膜出血', '意识模糊', '抽搐', '反应迟钝', '嗜睡'}
慢性自律性房性心动过速	{'气短', '腹痛', '心力衰竭', '呕吐', '心率增快', '充血', '收缩期杂音', '高血压', '心悸', '心动过速', '胸闷', '心律失常', '心慌', '心脏扩大', '水肿', '下肢水肿'}
毛发腺瘤	{'结节'}
门静脉海绵样变	{'腹水', '呕血', '脾大', '阻塞性黄疸', '反复呕血', '黄疸', '脾功能亢进', '静脉曲张', '柏油便'}
迷走神经损伤	{'麻痹', '声音嘶哑', '咽反射消失', '呛咳', '咽反射'}
面肌瘫痪	{'耳后疼痛', '眩晕', '瘫痪', '面纹消失', '乳突炎', '麻痹', '眼球震颤', '眼睑外翻', '颅骨骨折', '耳鸣', '疱疹', '感觉障碍', '偏瘫', '口角下垂', '鼻唇沟变浅', '耳聋', '共济失调', '震颤', '听觉过敏', '睑外翻', '味觉减退', '无力'}
面瘫	{'睑内翻', '瘫痪', '口角下垂'}
埃及血吸虫病	{'心室肥大', '心悸', '痢疾', '肉芽肿', '心前区隐痛', '脾肿大', '乏力', '肾盂积水', '细菌感染', '肾衰竭', '尿频', '尿痛', '头痛', '腹痛', '晕厥', '肝纤维化', '结石', '头昏', '腹泻', '逆行性细菌感染', '鳞状细胞癌', '泌尿道阻塞', '右心衰竭', '血尿'}
拇指掌指关节尺侧侧副韧带损伤	{'放射性疼痛', '韧带断裂', '剧烈疼痛'}
内脏动脉慢性闭塞	{'吸收不良综合征', '腹泻', '体重减轻', '腹痛', '钝痛', '呕吐', '便秘', '腹胀', '恶心', '厌食'}
奈瑟卡他球菌肺炎	{'胸痛', '咳嗽', '咳痰', '气急', '发绀'}
男性乳腺癌	{'皮肤粘连', '瘙痒', '皮肤发红', '湿疹', '乳头湿疹', '结节', '溃疡'}
男性生殖系结核	{'血精', '皮肤粘连', '结节'}
男性特纳综合征	{'心脏畸形', '隐睾', '眼睑下垂'}
男子乳腺发育	{'结节', '胀痛', '乳头溢液'}
脑室内脑膜瘤	{'震颤', '脑疝', '头痛', '偏盲', '乏力', '两眼上视障碍', '定位体征', '脑积水', '眼球震颤', '同向偏盲', '下丘脑损害', '共济失调', '颅内压增高', '运动性失语', '水肿'}
脑外伤伴发的精神障碍	{'躁狂', '眩晕', '瘫痪', '健忘', '意识障碍', '易激惹', '情感淡漠', '攻击行为', '木僵', '头晕', '言语凌乱', '头痛为搏动性', '暴怒', '抑郁症', '点状出血', '乏力', '多疑', '痴呆', '呕吐', '入睡困难', '人格改变', '昏迷', '呼吸浅慢', '意识丧失', '眼前发黑', '谵妄', '疲劳', '皮肤苍白', '失眠', '自动症', '呆滞', '认知功能障碍', '头痛', '昏睡', '强迫性人格', '焦虑', '疲乏', '感觉过敏', '目光呆滞', '继发性癫痫', '血压下降', '抑郁', '头昏', '水肿', '剧烈头痛', '脉缓', '衰弱', '意识模糊', '紧张', '幻听', '恐惧', '精神障碍', '冷汗', '睡眠障碍', '反应迟钝', '流泪', '智能减退', '嗜睡', '幻觉', '言语增多'}
年龄相关性白内障	{'震颤', '视力障碍', '晶状体混浊', '近视', '硬化', '复视', '糖尿', '水肿', '水泡'}
尿道癌	{'尿外渗', '血精', '尿痛', '尿道流血', '体重减轻', '尿道流出分泌物', '尿频', '脓肿', '阴道流出黄色或血性带臭味的分泌物', '尿潴留', '骨盆痛', '贫血', '消瘦', '血尿', '溃疡', '尿失禁', '尿道瘘'}
镍及其化合物引起的皮肤病	{'丘疹', '疱疹', '皮疹'}
牛带绦虫病	{'钝痛', '咬痛', '瘙痒', '食欲减退', '乏力', '体重减轻', '呕吐', '营养不良', '失眠', '消化不良', '腹痛', '晕厥', '夜间磨牙', '贫血', '恶心', '结节', '头昏', '磨牙', '肛门瘙痒', '腹泻', '胃肠道症状'}
